935,Joe Hart,92,Jane Lane,Reed,OR,0
936,Fred Powell,24,Lincoln Street,Hilltop,VT,0
937,Diane Brown,80,Sycamore Road,Lone Cow,SD,0
938,Peter Mathews,51,Palm Drive,Spring Hill,UT,1
939,Mike Widom,7122,Down Town Street,Colfax,ME,0
940,Karen Widom,3745859,Mission Expressway,Palo Alto,ME,0
941,Roy Lee,03,Miracle Drive,New York,CA,0
942,Liz Cooper,71,Town Hall Way,Placer,NY,0
943,Sarah Dewan,37050,Elm Street,Lincoln,SC,0
944,Clay Gains,51,Zelkova Street,Spring Hill,WA,0
945,Kate Wiltshire,53,Gates Road,Palo Alto,SC,0
946,Ken Garica,01,Newell Road,Hollow Tree,ME,0
947,John Belare,67,Miracle Drive,Woodside,UT,0
948,Mike Wang,51,Central Road,Washington,SC,0
949,Hayden Zelesko,72826,2nd Street,Seekonk,NJ,0
950,Jason Melwani,367,Palm Drive,New York,NC,0
951,Jeff Sing,9369,University Drive,Tall Tree,ND,0
952,Kristin Booker,59,Sycamore Road,Hollow Tree,SD,0
953,Vineet Kurth,44901864,Lincoln Street,Brighton,OH,0
954,Nami Wang,825994,Zelkova Street,East Palo Alto,MN,0
955,Elise Douglas,21,Fay Way,Lincoln,SD,0
956,Mary Mathews,2910344,Cypress Way,Townsville,MA,0
957,Carly Booker,41612199,Jewel Road,Reed,WY,0
958,Fred Marly,9931906,1st Street,East Palo Alto,SD,0
959,John Johnson,45512628,Central Road,New York,ME,0
960,Naazneen Kunz,45121,Burning Bridges Road,Lonely Swallow,FL,0
961,Patricia Cavazzoni,32834314,Santa Teresa Road,Colfax,FL,2
962,Peter Thatcher,74798,Santa Teresa Road,Townsville,SD,0
963,Pauline Kurth,60,2nd Street,Spring Hill,AZ,0
964,Sarah Roberts,899713,Main Street,East Palo Alto,CA,0
965,Craig Mathews,33925,Miracle Drive,Hilltop,NY,0
966,Roger Tyebjee,1521578,Miracle Drive,Lincoln,ND,0
967,Dorthy Uckert,58,Jewel Road,New York,AZ,0
968,Carly Ping,35,Santa Teresa Road,Desperado,SC,0
969,Leaf Motwani,26,Main Street,Desperado,UT,0
970,Susan Syer,285576,3rd Street,Lonely Swallow,MN,0
971,Dorthy Ping,21,Rose Road,Water Front,CO,0
972,Tina Johnson,14,Daisy Lane,Harmon,AZ,0
973,Bob Widom,08773,Miracle Drive,Townsville,NJ,0
974,Roy Garica,6852,Zelkova Street,Seekonk,NJ,0
975,Roger Baker,54,Sycamore Road,Meadow Sweep,OH,0
976,Naazneen Dewan,3748,Palm Drive,Spring Hill,NY,3
977,Dave Newton,30,Gates Road,Lone Cow,OH,0
978,Phillip Uckert,11,Grimzly Drive,Seekonk,ME,0
979,Elkova Shah,0697609,Willowspree Lane,Newton,CO,0
980,JT Zim,54321367,Friends Circle,Helen,MN,0
981,Carly Katz,3701341,Down Town Street,Lone Cow,ME,0
982,Seth Jones,3367558,Trail Head Way,Water Front,SD,0
983,Elise Belare,41,Down Town Street,Placer,SD,0
984,Sue Jindrich,6346174,Iris Circle,Desperado,UT,0
985,Sarah Belare,19,Fay Way,New York,MN,0
986,Bill Belare,615401,Burning Bridges Road,Water Front,UT,0
987,Seth Townson,95,Washington Street,Washington,WY,0
988,Bob Clark,45,Santa Teresa Road,Tall Tree,NY,0
989,Roy Graalfs,842682,Lincoln Street,Beck,NJ,0
990,Craig Cavazzoni,12303,Rose Road,Lincoln,WY,0
991,Carly Kunz,4637913,Trail Head Way,Barrington,ND,0
992,Carly Jones,30,Elm Street,Reed,UT,0
993,Diane Mathews,65989482,Down Town Street,Harmon,OH,0
994,Peter Katz,5613,Mission Expressway,Hollow Tree,MN,0
995,Naazneen Bowie,77,Sycamore Road,Placer,SD,0
996,Mary Salisbury,19,Newell Road,Meadow Sweep,AZ,0
997,Sarah Morris,174607,Daisy Lane,Harmon,FL,0
998,Vineet Welch,58,Santa Teresa Road,Placer,UT,0
999,Mary Townson,958236,University Drive,Barrington,MN,0
1000,John Cavazzoni,3408136,Jewel Road,Hilltop,AZ,0
1001,Karen Katz,7084,Miracle Drive,Seekonk,WA,0
1002,Dave Zim,50047417,3rd Street,Washington,ND,0
1003,Sinbad Bush,634838,Palm Drive,Spring Hill,WA,0
1004,Elkova Garica,4769973,Madison Blvd.,Lonely Swallow,NJ,0
1005,Jason Salisbury,98777,Trail Head Way,Colfax,MN,0
1006,Susan Booker,079,Santa Teresa Road,Sleepy Town,SD,0
1007,James Hau,69215208,Rose Road,Colfax,OR,0
1008,Clay Jones,66266001,1st Street,Brighton,OR,0
1009,Harry Shah,0672,Town Hall Way,Newton,WY,0
1010,Susan Melwani,49874364,Madison Blvd.,Seekonk,VT,0
1011,Aubry Gonzales,749328,Down Town Street,Auburn,CO,0
1012,Pauline Pero,103059,Elm Street,River Bottom,ME,0
1013,Pratima Kurth,51113182,Grimzly Drive,Meadow Sweep,NY,0
1014,Carly Welch,13302,Mission Expressway,Helen,MN,0
1015,Craig Tyebjee,08499838,Daisy Lane,Meadow Sweep,MA,0
1016,Elkova Wiltshire,13889883,Down Town Street,Meadow Sweep,SC,0
1017,Craig Roberts,68,Fay Way,Lone Cow,SD,0
1018,Frank Widom,019937,Fay Way,Harmon,AZ,0
1019,Jaron Kim,89,Palm Drive,Auburn,SC,0
1020,Diane Widom,9401862,Mission Expressway,Sleepy Town,NC,0
1021,Flip Motwani,71787,Fay Way,Washington,OR,0
1022,Diane Simon,01,Willowspree Lane,Hollow Tree,MN,0
1023,Rob Baker,85,Rose Road,Auburn,WY,0
1024,Michelle Thatcher,25,Daisy Lane,Spring Hill,VT,0
1025,Alex Shaw,4224296,Friends Circle,Woodside,WY,0
1026,Phillip Mathews,83,2nd Street,Lincoln,UT,0
1027,Susan Douglas,19,2nd Street,Washington,FL,0
1028,Jeff Reagan,3670926,Ransom Road,Lone Cow,NJ,0
1029,Kate Angwin,63358595,Santa Teresa Road,Newton,FL,0
1030,Seth Kurth,03,Elm Street,Lonely Swallow,AZ,0
1031,Naazneen Dicks,50,Rose Road,Helen,CO,0
1032,Tina Uckert,52,Alma Street,Washington,ME,0
1033,Pauline Melwani,81902,3rd Street,Auburn,CO,0
1034,Hannah Syer,07,Alma Street,Lincoln,NC,0
1035,Karen Major,03,Down Town Street,New York,NC,0
1036,Karen Salisbury,45,Rose Road,Tall Tree,MN,2
1037,Kate Kim,33,University Drive,Tall Tree,OH,0
1038,Jason Gains,08,Cypress Way,Beck,WY,0
1039,Elise Cooper,5438344,Cypress Way,Colfax,NJ,0
1040,Patricia Brown,54513,1st Street,Hollow Tree,ND,0
1041,Bill Clark,85615753,Newell Road,Desperado,SC,0
1042,Pauline Pero,94,Daisy Lane,Barrington,CA,0
1043,Kate Mathews,565952,Madison Blvd.,Spring Hill,NY,0
1044,Antonia Salisbury,819909,Jane Lane,Lincoln,NC,0
1045,Carly Morgan,14670,Sycamore Road,Washington,WA,0
1046,Susan Morgan,993,Gates Road,Brighton,ME,0
1047,Seth Richards,956734,Alma Street,Beck,WY,0
1048,Harry Kunz,99,Rose Road,Lincoln,CO,0
1049,Seth Morgan,9952329,Gates Road,Tall Tree,MN,0
1050,Mike Jindrich,95114,Elm Street,River Bottom,SD,0
1051,Aubry Young,7953274,Trail Head Way,Townsville,FL,0
1052,Mark Sing,96,Newell Road,Lonely Swallow,WY,0
1053,John Young,535,Mission Expressway,Sleepy Town,FL,0
1054,Kristin Zelesko,132,Miracle Drive,Reed,MN,0
1055,Hannah Gossain,23,Alma Street,Beck,MA,0
1056,Sinbad Cooper,17,Washington Street,Tall Tree,VT,0
1057,Hannah Barns,5789,Fay Way,Hollow Tree,VT,0
1058,Tina Cooper,86,Daisy Lane,Lone Cow,CA,0
1059,Liz Simon,1072,Jewel Road,Reed,WA,0
1060,Patricia Gains,5964,Zelkova Street,Lone Cow,UT,0
1061,Liz Kurth,61832985,Washington Street,Colfax,CO,0
1062,Flip Lin,5345,University Drive,Hilltop,MN,0
1063,Frank Morgan,139627,Iris Circle,Sick Dog,VT,0
1064,Mark Gonzales,7055,Zelkova Street,Meadow Sweep,NC,0
1065,Aubry Howe,33,3rd Street,Sleepy Town,NY,0
1066,Rob Pero,23613,Down Town Street,Auburn,UT,0
1067,Clay Roberts,99420832,Fay Way,Lone Cow,CO,0
1068,Aubry Fairchild,66,Jewel Road,Hilltop,MN,0
1069,Pauline Graalfs,17,Iris Circle,Hilltop,ND,0
1070,Aubry Gonzales,029,Main Street,Beck,MN,0
1071,Mary McHugh,884910,Palm Drive,River Bottom,NY,0
1072,Ken Ho,8876,Alma Street,Palo Alto,ME,0
1073,Jaron Gains,39,Central Road,Helen,MN,0
1074,Kate Kim,950365,Zelkova Street,Newton,ME,0
1075,Pratima Morgan,09222826,Newell Road,East Palo Alto,CO,0
1076,Fred Shaw,88,Newell Road,Washington,ME,0
1077,Sinbad Richards,606818,Willowspree Lane,Lincoln,WY,0
1078,Dorthy Hau,77,University Drive,Barrington,CO,0
1079,Sarah Kunz,39755677,2nd Street,Auburn,FL,0
1080,Jeff Howard,56,Willowspree Lane,East Palo Alto,OR,0
1081,Vineet Goldman,52193,Willowspree Lane,Beck,NJ,0
1082,Mike Gossain,417,Alma Street,Lonely Swallow,VT,0
1083,John Lin,09,Miracle Drive,Newton,MA,0
1084,Patricia Gains,629016,Jewel Road,Auburn,SC,0
1085,Susan Dewan,44287,Friends Circle,Woodside,ME,0
1086,Mary Sing,05,Down Town Street,Newton,AZ,0
1087,Diane Thatcher,71,Washington Street,Sleepy Town,OH,0
1088,Roy Harper,8216,Main Street,Palo Alto,FL,0
1089,Leaf Shah,16,Zelkova Street,Lone Cow,AZ,0
1090,Cathy Lin,19,University Drive,River Bottom,WY,0
1091,Sarah Cooper,28,University Drive,Harmon,NC,0
1092,JT Dicks,96,Fay Way,Lonely Swallow,SD,0
1093,Roy Fairchild,1449,Newell Road,Tall Tree,OR,0
1094,Roy Fairchild,47,Sycamore Road,Lonely Swallow,NC,0
1095,George Baker,790636,Ransom Road,Seekonk,OR,0
1096,Laura Mathews,76,Alma Street,Tall Tree,CA,0
1097,George Motwani,46475,Central Road,Newton,OH,0
1098,George Ping,72412,Town Hall Way,Colfax,AZ,0
1099,Elise Welch,17,Palm Drive,Auburn,ME,0
1100,Kate Graalfs,09024,Gates Road,Washington,OH,0
1101,James Cavazzoni,91337215,Madison Blvd.,Spring Hill,WA,0
1102,Pauline Welch,71,Down Town Street,Tall Tree,ND,0
1103,Sarah Richards,77,Rose Road,East Palo Alto,AZ,0
1104,Steve Burnstein,03,Cypress Way,Hollow Tree,OR,0
1105,Sue Salisbury,11492,Palm Drive,Hollow Tree,CA,0
1106,Sue Kim,80,1st Street,Helen,CA,0
1107,Leaf Powell,9119,Jewel Road,Townsville,CA,0
1108,Clay Dicks,50,Santa Teresa Road,Sleepy Town,VT,0
1109,Elkova Wilhelm,75759,Daisy Lane,Woodside,MN,0
1110,Kristin Lin,25,Palm Drive,Sleepy Town,OR,0
1111,Cathy Welch,82,Burning Bridges Road,Hilltop,CO,0
1112,Bob Topper,0606352,Cypress Way,Sleepy Town,ME,0
1113,Sinbad Morgan,491,Willowspree Lane,Townsville,WY,0
1114,Amanda Gonzales,19376,Washington Street,Meadow Sweep,WA,0
1115,Clay Icenogle,3539,Sycamore Road,Water Front,SC,0
1116,Ken Townson,3001,Palm Drive,Harmon,VT,0
1117,JT Salisbury,47,Rose Road,Desperado,MA,0
1118,Alex Uckert,7287904,Lincoln Street,Lincoln,WY,0
1119,Kristin Morris,653896,1st Street,Barrington,MA,0
1120,Colleen Lewis,396,Palm Drive,Auburn,UT,3
1121,Hayden Katz,2659250,Palm Drive,East Palo Alto,OH,0
1122,Kate Gossain,13,Daisy Lane,Townsville,NC,0
1123,Kristin Willis,6319,University Drive,Townsville,NC,0
1124,Cathy Graalfs,00,Jewel Road,Reed,WY,0
1125,Antonia Kunz,817,Iris Circle,Colfax,NC,3
1126,Pauline Morris,27736421,Lincoln Street,New York,MN,1
1127,Craig Bush,53,Town Hall Way,Meadow Sweep,SC,0
1128,George Gains,40,Zelkova Street,Reed,NJ,0
1129,Carly Larkin,137398,Ransom Road,Brighton,WY,0
1130,Elkova Reagan,57,Jane Lane,Woodside,VT,0
1131,Roger Belare,6996925,Main Street,Colfax,WY,0
1132,Sarah Salisbury,61,Rose Road,Hollow Tree,FL,0
1133,Sue Clark,06,Jane Lane,Hilltop,CA,0
1134,Hannah Booker,730,Elm Street,Hilltop,ND,0
1135,Michelle Salisbury,04,Alma Street,Meadow Sweep,NC,0
1136,James Gains,19997,Gates Road,Spring Hill,NJ,0
1137,Phillip Sing,7003508,Jewel Road,Barrington,UT,0
1138,Joe Baker,14,Sycamore Road,Washington,AZ,0
1139,Sinbad Young,98,1st Street,Hilltop,OR,0
1140,Peter Bush,72706375,1st Street,Lone Cow,ND,0
1141,Jeff Nakajima,47232,Elm Street,Water Front,OH,0
1142,Fred Mathews,929089,Friends Circle,Auburn,ME,0
1143,Elkova Goldstein,269,Central Road,Lonely Swallow,OH,0
1144,Patricia Jindrich,07,Alma Street,Lincoln,ND,0
1145,Hayden Syer,371,Iris Circle,Spring Hill,UT,0
1146,Karen Howe,2583720,Washington Street,Sleepy Town,NC,0
1147,Hannah Kunz,976,Newell Road,Lone Cow,MN,1
1148,Sue Gossain,73,Trail Head Way,East Palo Alto,MA,0
1149,George Belare,07695,Daisy Lane,Woodside,ME,0
1150,Elkova Bowie,47367,Burning Bridges Road,Woodside,FL,0
1151,Antonia Kurth,86822,Sycamore Road,Sleepy Town,AZ,0
1152,Ken Tyebjee,37,Madison Blvd.,Auburn,WA,0
1153,Peter Bush,96,Main Street,Palo Alto,ME,0
1154,Mary Lee,16,2nd Street,Spring Hill,VT,0
1155,Jeff Douglas,304,Fay Way,Woodside,WA,0
1156,Mary Townson,94787,Palm Drive,Brighton,UT,0
1157,Colleen Roberts,29,University Drive,Sick Dog,NC,0
1158,Ken Melwani,7776425,Cypress Way,Lone Cow,WA,0
1159,Devin Barns,98800355,Mission Expressway,Desperado,ND,0
1160,Bob Newton,499023,Santa Teresa Road,Brighton,MA,0
1161,Susan Jones,4195102,Sycamore Road,Auburn,SD,0
1162,Alex Jindrich,9244,Burning Bridges Road,Lone Cow,CO,0
1163,Tina Garica,725,Madison Blvd.,Lincoln,MA,0
1164,Susan Belare,85,Zelkova Street,Placer,CA,0
1165,Fred Pero,312,1st Street,Lone Cow,WA,0
1166,Leaf Pero,37,1st Street,River Bottom,ME,0
1167,Susan Welch,20911329,Alma Street,River Bottom,UT,0
1168,Kristin Dewan,471,3rd Street,Hilltop,ND,0
1169,Mary Cooper,50,Newell Road,Reed,CO,0
1170,Patricia Graalfs,52155,Jewel Road,Harmon,NC,0
1171,Michelle Widom,6981440,Central Road,Meadow Sweep,MN,0
1172,Sue Bowie,39,Friends Circle,Lone Cow,VT,0
1173,Mary Hart,261,University Drive,Palo Alto,MA,0
1174,Colleen Gossain,7781,Trail Head Way,Harmon,NJ,0
1175,Sinbad Hau,67,Palm Drive,Sleepy Town,SC,3
1176,Peter Young,481,Trail Head Way,Auburn,MN,0
1177,Susan Shaw,0254061,Iris Circle,Helen,AZ,0
1178,Mark Uckert,78,Town Hall Way,Colfax,SD,0
1179,Alex Brown,6760,Lincoln Street,Reed,OH,0
1180,Jennifer McHugh,60506675,Palm Drive,Seekonk,ME,2
1181,Craig Jones,49,Gates Road,Barrington,NY,0
1182,Cathy Ping,60219,Gates Road,Water Front,VT,0
1183,Bob Harper,41209238,Lincoln Street,Seekonk,MA,0
1184,Sarah Major,7624,Friends Circle,Woodside,MN,0
1185,Liz Topper,61,Jewel Road,Newton,NC,0
1186,Sarah Dewan,03,Miracle Drive,Palo Alto,NC,0
1187,Rob Powell,233,Sycamore Road,Palo Alto,CO,0
1188,Patricia Gossain,0049617,Burning Bridges Road,East Palo Alto,NY,1
1189,Fred Sing,7942087,1st Street,Harmon,WY,0
1190,Karen Clark,0621237,Santa Teresa Road,Townsville,MN,0
1191,Bill Thatcher,61,Jewel Road,River Bottom,NY,0
1192,Liz Jones,85685824,Washington Street,Lincoln,UT,0
1193,Pauline Tyebjee,81,Elm Street,Hilltop,FL,0
1194,Laura Powell,0329037,Palm Drive,Lone Cow,OH,0
1195,Amanda Salisbury,491,Ransom Road,Placer,WY,0
1196,Dave Gonzales,019003,Jane Lane,Hollow Tree,VT,3
1197,James McHugh,78,Jane Lane,Water Front,ME,0
1198,Susan Clark,87,Madison Blvd.,Washington,AZ,0
1199,Jason Uckert,621009,Friends Circle,Meadow Sweep,UT,0
1200,Mary Dicks,50,Palm Drive,Beck,FL,0
1201,Karen Goldman,96636282,Jewel Road,Hilltop,WY,0
1202,Amanda Burnstein,51,Alma Street,Water Front,OH,0
1203,Diane Kunz,73997818,Willowspree Lane,Barrington,MA,0
1204,Laura Goldstein,316,Palm Drive,Woodside,VT,0
1205,Flip Gains,44,Town Hall Way,Sick Dog,OR,0
1206,Bob Melwani,36053,Mission Expressway,Sick Dog,MA,0
1207,Mary Cavazzoni,13,3rd Street,Woodside,OH,0
1208,Steve Gonzales,90,Daisy Lane,Lone Cow,CA,0
1209,Phillip Burnstein,062,Rose Road,Beck,WA,0
1210,Leaf Simon,955629,Central Road,Palo Alto,SC,0
1211,Elkova Young,62,Madison Blvd.,Brighton,NY,0
1212,Devin Gossain,9901,2nd Street,Spring Hill,SC,0
1213,Liz Barns,49,Palm Drive,Seekonk,NY,0
1214,Liz Jones,19,Central Road,Meadow Sweep,NJ,0
1215,Roger Belare,6788,Iris Circle,Sleepy Town,AZ,0
1216,Jaron Morgan,43693250,Zelkova Street,Woodside,FL,0
1217,Diane Newton,004,Jewel Road,Tall Tree,SD,0
1218,Peter Howard,586230,Ransom Road,Placer,MN,0
1219,Nami Gonzales,1596,1st Street,Newton,SD,0
1220,Liz Shaw,6042,1st Street,Desperado,WY,0
1221,Ken Powell,59,Lincoln Street,River Bottom,MN,0
1222,Laura Angwin,88,Ransom Road,Helen,WA,0
1223,Seth Major,79,Washington Street,Lone Cow,OH,0
1224,Joe Cooper,71980836,Willowspree Lane,Brighton,CA,0
1225,Devin Bush,00,Fay Way,Woodside,NJ,0
1226,Steve Morris,86991338,Friends Circle,Reed,VT,0
1227,Seth Zim,667830,Elm Street,Tall Tree,CO,2
1228,Elise Goldman,07,Palm Drive,Spring Hill,WY,0
1229,Fred Harper,861,1st Street,Hollow Tree,MN,0
1230,Harry Wang,418045,Madison Blvd.,Placer,MA,0
1231,Craig Jindrich,42909964,Palm Drive,Colfax,FL,0
1232,Clay Baker,5822,Ransom Road,New York,ND,0
1233,Nami Welch,00421,Gates Road,Sick Dog,SD,0
1234,Naazneen Mathews,25,Central Road,Hollow Tree,SC,1
1235,Tina Kurth,59222872,Daisy Lane,Seekonk,ND,0
1236,John Booker,773414,Central Road,Sick Dog,MA,0
1237,Rob Jones,74694,Gates Road,Hilltop,OH,3
1238,Nami Dicks,81550,Fay Way,Woodside,VT,0
1239,Elkova Wilhelm,0319314,Ransom Road,Lincoln,CA,0
1240,Bill Pero,37,Willowspree Lane,Helen,NY,0
1241,Mike Graalfs,796,2nd Street,Sleepy Town,FL,0
1242,Naazneen Townson,6471,Santa Teresa Road,Auburn,MN,0
1243,Elkova Cavazzoni,1540,Jewel Road,Beck,MN,2
1244,Frank Booker,1238,Down Town Street,Townsville,NC,0
1245,Jason Salisbury,1262510,Palm Drive,Meadow Sweep,MN,0
1246,Sarah Shaw,620,Santa Teresa Road,Tall Tree,ME,0
1247,Bob Jindrich,39,Trail Head Way,Sleepy Town,ND,0
1248,Alex Gains,77304,Newell Road,Lone Cow,CA,0
1249,Clay Gossain,1727,Miracle Drive,New York,UT,0
1250,Frank Dewan,06073,Willowspree Lane,Water Front,WA,0
1251,Hayden Tyebjee,5187,Burning Bridges Road,Meadow Sweep,MA,0
1252,Roy Zelesko,59,1st Street,East Palo Alto,CO,0
1253,Amanda Jones,31121,Newell Road,Spring Hill,OR,0
1254,Roger Icenogle,73,Jane Lane,Placer,CA,0
1255,George Jindrich,629960,3rd Street,Newton,WY,0
1256,Vineet Burnstein,40264,Sycamore Road,Beck,WY,0
1257,Craig McHugh,24,Willowspree Lane,Woodside,VT,0
1258,Harry Zim,71613054,Cypress Way,Meadow Sweep,AZ,0
1259,Peter Thatcher,77,Lincoln Street,Palo Alto,VT,0
1260,Fred Belare,4414,Willowspree Lane,New York,WY,0
1261,Elise Dewan,95,Town Hall Way,Harmon,FL,0
1262,Karen Lee,5529259,Town Hall Way,Brighton,WA,0
1263,Pratima Zim,92,Down Town Street,Sleepy Town,CO,0
1264,Hayden Goldstein,0718650,Lincoln Street,Harmon,WA,0
1265,Michelle Powell,36,Cypress Way,Beck,MN,3
1266,Joe Dewan,6969384,Miracle Drive,Water Front,SD,0
1267,Sue Bush,0329015,Fay Way,Washington,WA,0
1268,Rob Kurth,0278,Newell Road,Brighton,MA,0
1269,Jeff Newton,90,Friends Circle,Washington,MN,0
1270,Aubry Barns,470743,Rose Road,Colfax,CA,0
1271,Frank Pero,89,Rose Road,East Palo Alto,AZ,0
1272,Bill Richards,0826944,3rd Street,Tall Tree,NJ,0
1273,Colleen Bush,74,Zelkova Street,Reed,OR,0
1274,Dorthy Bush,30009,Willowspree Lane,Harmon,VT,0
1275,Steve Fairchild,8018032,Jewel Road,Lone Cow,FL,0
1276,Naazneen Willis,9212212,Burning Bridges Road,Hollow Tree,MN,0
1277,Mike Angwin,0053,Palm Drive,Colfax,ND,0
1278,Roy Jindrich,67,Newell Road,Lincoln,MN,0
1279,Pauline Simon,769,Rose Road,Desperado,NC,0
1280,Dave Ho,3561683,3rd Street,Woodside,CO,0
1281,Sue Zim,105,Main Street,Seekonk,SD,0
1282,Nami Welch,26,Washington Street,Meadow Sweep,AZ,0
1283,Dave Mathews,92652085,Down Town Street,Reed,CA,0
1284,Craig Clark,96,Gates Road,Spring Hill,MA,0
1285,Jeff Barma,34,Jane Lane,Lone Cow,AZ,0
1286,Bob Sing,74578136,Ransom Road,Tall Tree,CO,3
1287,JT Howe,57,Iris Circle,Lone Cow,WY,0
1288,Seth Johnson,15,Lincoln Street,New York,WY,0
1289,Cathy Ping,69,Ransom Road,River Bottom,FL,0
1290,Michelle Johnson,1942,Town Hall Way,Meadow Sweep,VT,1
1291,Diane Cooper,4210133,Palm Drive,Water Front,WA,0
1292,Dave Jones,55,Fay Way,Desperado,CA,0
1293,Sue Simon,26,University Drive,Washington,SC,0
1294,Diane Nakajima,04543926,2nd Street,Auburn,OH,0
1295,Alex Thatcher,94,2nd Street,Sleepy Town,WY,0
1296,Mary Morgan,97348032,Grimzly Drive,Helen,AZ,0
1297,Pratima Katz,61,Madison Blvd.,East Palo Alto,SC,0
1298,Elkova Douglas,8404390,Ransom Road,Lone Cow,WY,0
1299,Aubry Lewis,64,Newell Road,New York,NJ,0
1300,Elise Icenogle,62,Jane Lane,Hilltop,NY,0
1301,Hayden Willis,52,3rd Street,Washington,MA,0
1302,Dorthy Cavazzoni,913644,Central Road,Lone Cow,AZ,0
1303,Susan Ping,40,Alma Street,Placer,MN,0
1304,Jennifer Topper,45046,Jane Lane,Lone Cow,AZ,0
1305,Steve Marly,2284490,University Drive,Meadow Sweep,WA,0
1306,Karen Wiltshire,187,Ransom Road,Meadow Sweep,WY,0
1307,Jaron Shaw,43921600,Town Hall Way,Helen,CO,0
1308,Jennifer Cavazzoni,959881,Elm Street,Colfax,CA,0
1309,Bob Pero,798549,Willowspree Lane,Lonely Swallow,ME,0
1310,Colleen Howe,2565546,Willowspree Lane,Washington,NY,0
1311,Harry Major,59068,Alma Street,Palo Alto,MN,0
1312,Jaron Lee,027,Madison Blvd.,Meadow Sweep,ME,0
1313,Bill Larkin,3348,Jewel Road,Placer,OH,0
1314,George Brown,09,Miracle Drive,Lincoln,MN,0
1315,Leaf Kurth,541,2nd Street,Harmon,FL,0
1316,Peter McHugh,80,Newell Road,Auburn,OR,0
1317,Nami Bush,99334,Newell Road,Woodside,NC,0
1318,Craig Bowie,00,Elm Street,Colfax,CO,0
1319,Diane Barma,4058102,Palm Drive,Brighton,CO,0
1320,Patricia Katz,20,Willowspree Lane,Lincoln,UT,0
1321,Dave Ho,28,Sycamore Road,Townsville,SC,0
1322,Colleen Cooper,27,2nd Street,Palo Alto,WA,1
1323,Vineet Angwin,61,Grimzly Drive,Sleepy Town,OR,0
1324,Aubry Katz,67,Elm Street,East Palo Alto,UT,0
1325,Elise Uckert,377,Elm Street,Beck,CA,0
1326,James Zim,44381,Burning Bridges Road,East Palo Alto,MN,0
1327,Mike Major,85774,Grimzly Drive,Colfax,OH,0
1328,Jason Wang,18259,1st Street,Lincoln,NY,0
1329,Pauline Bowie,5642019,Trail Head Way,Brighton,MA,0
1330,Phillip Howe,34,Rose Road,Hollow Tree,SD,0
1331,Naazneen Widom,332,Willowspree Lane,River Bottom,NY,0
1332,Roy Lin,547145,Grimzly Drive,Spring Hill,NY,0
1333,Fred Newton,53,Washington Street,Auburn,NJ,3
1334,Roger Pero,30,University Drive,Lincoln,VT,0
1335,Mary Ho,71,Gates Road,Lone Cow,SD,0
1336,Joe Uckert,9668,Main Street,Barrington,CO,0
1337,Laura Lewis,52,Cypress Way,Sleepy Town,OH,0
1338,Leaf Baker,891927,Zelkova Street,Newton,UT,0
1339,Phillip Uckert,47,2nd Street,Townsville,WY,0
1340,Frank Cavazzoni,833172,Elm Street,Auburn,WY,0
1341,Jeff Townson,28369,Newell Road,Helen,VT,0
1342,Bob Thatcher,14211,Palm Drive,Helen,NC,0
1343,Patricia Melwani,02,Palm Drive,Lonely Swallow,ND,0
1344,Mark Wilhelm,528,Sycamore Road,Spring Hill,MA,0
1345,Clay Lewis,33,Gates Road,New York,OR,0
1346,Tina Topper,4952329,Jewel Road,Water Front,OH,0
1347,Devin Widom,7603,3rd Street,Seekonk,NC,1
1348,Karen Barma,63,Zelkova Street,Meadow Sweep,SD,0
1349,Colleen Kunz,4917095,University Drive,Placer,MN,0
1350,Mark Kurth,68190,Lincoln Street,Brighton,MA,0
1351,Nami Welch,33935,Palm Drive,Spring Hill,AZ,0
1352,Karen Topper,77,Trail Head Way,Hollow Tree,MN,1
1353,Patricia Harper,41,Fay Way,Hollow Tree,MA,0
1354,Jaron Willis,856,Ransom Road,East Palo Alto,CO,0
1355,James Welch,122700,2nd Street,Beck,CA,0
1356,John Shaw,94,Washington Street,Reed,MA,0
1357,Mark Barns,17,Santa Teresa Road,Hilltop,UT,0
1358,Liz Wiltshire,4056,Town Hall Way,Meadow Sweep,ME,0
1359,Naazneen Morris,96,2nd Street,Placer,UT,0
1360,Cathy Gains,48584,Washington Street,Tall Tree,SD,0
1361,Kate Syer,0295,Newell Road,Woodside,NC,0
1362,Pratima Dicks,12536902,Rose Road,Lone Cow,OH,0
1363,Nami Newton,80694,Grimzly Drive,River Bottom,OR,0
1364,JT Uckert,17094160,Palm Drive,Helen,MN,0
1365,Pratima Thompson,68,Palm Drive,Placer,VT,0
1366,Patricia Garica,1126,Rose Road,Meadow Sweep,MN,0
1367,Aubry Lee,49,Burning Bridges Road,Colfax,SD,0
1368,Dave Howard,1719,Elm Street,Meadow Sweep,AZ,0
1369,Naazneen Thatcher,15857,Central Road,Reed,ND,0
1370,Diane Dicks,75,Madison Blvd.,River Bottom,OR,0
1371,Clay Major,133101,Burning Bridges Road,East Palo Alto,CA,0
1372,Naazneen Syer,734108,3rd Street,New York,WY,0
1373,Elkova Johnson,25190747,Grimzly Drive,Water Front,OR,0
1374,Steve Melwani,78,1st Street,Colfax,OR,0
1375,Phillip Townson,298127,1st Street,Colfax,OH,0
1376,Fred Bowie,56,Palm Drive,Lonely Swallow,ND,0
